"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-06 15:00","2012","07","06","15:00","17.2","","11.8","","71","","","","9","","22","","64.4","","89.69","","","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-06 16:00","2012","07","06","16:00","20.0","","11.5","","58","","","","11","","22","","64.4","","89.66","","","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-06 17:00","2012","07","06","17:00","20.4","","12.0","","59","","","","9","","22","","64.4","","89.67","","","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-06 18:00","2012","07","06","18:00","19.8","","11.5","","59","","","","10","","22","","64.4","","89.67","","","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-06 19:00","2012","07","06","19:00","20.0","","12.3","","61","","","","14","","11","","64.4","","89.69","","","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-06 20:00","2012","07","06","20:00","18.6","","12.3","","67","","","","12","","17","","48.3","","89.73","","","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-06 21:00","2012","07","06","21:00","17.4","","12.3","","72","","","","14","","7","","32.2","","89.77","","","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-06 22:00","2012","07","06","22:00","16.8","","13.3","","80","","","","12","","9","","25.0","","89.83","","","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-06 23:00","2012","07","06","23:00","15.6","","13.4","","87","","","","12","","9","","25.0","","89.85","","","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-07 00:00","2012","07","07","00:00","13.8","","12.6","","92","","","","14","","7","","16.1","","89.86","","","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-07 01:00","2012","07","07","01:00","13.8","","12.4","","91","","","","17","","11","","16.1","","89.86","","","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-07 02:00","2012","07","07","02:00","13.1","","11.8","","92","","","","16","","6","","16.1","","89.87","","","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-07 03:00","2012","07","07","03:00","13.0","","12.4","","96","","","","16","","9","","16.1","","89.88","","","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-07 04:00","2012","07","07","04:00","12.6","","11.6","","94","","","","17","","13","","16.1","","89.89","","","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-07 05:00","2012","07","07","05:00","11.4","","10.4","","94","","","","22","","4","","48.3","","89.92","","","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-07 06:00","2012","07","07","06:00","11.7","","10.2","","91","","","","","","0","","64.4","","89.96","","","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-07 07:00","2012","07","07","07:00","13.5","","10.9","","84","","","","16","","13","","64.4","","89.96","","","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-07 08:00","2012","07","07","08:00","16.6","","12.2","","75","","","","20","","6","","64.4","","89.98","","","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-07 09:00","2012","07","07","09:00","19.6","","12.3","","63","","","","18","","9","","64.4","","89.97","","","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-07 10:00","2012","07","07","10:00","21.7","","12.9","","57","","","","18","","15","","64.4","","89.96","","","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-07 11:00","2012","07","07","11:00","22.8","","12.2","","51","","","","18","","15","","64.4","","89.95","","25","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-07 12:00","2012","07","07","12:00","23.2","","14.0","","56","","","","17","","7","","64.4","","89.92","","27","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-07 13:00","2012","07","07","13:00","24.3","","14.2","","53","","","","14","","22","","64.4","","89.87","","28","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-07 14:00","2012","07","07","14:00","24.8","","13.7","","50","","","","14","","24","","64.4","","89.85","","28","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-07 15:00","2012","07","07","15:00","25.4","","13.6","","48","","","","15","","22","","64.4","","89.81","","29","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-07 16:00","2012","07","07","16:00","25.3","","13.1","","47","","","","18","","19","","64.4","","89.78","","28","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-07 17:00","2012","07","07","17:00","25.5","","13.3","","47","","","","19","","13","","64.4","","89.77","","28","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-07 18:00","2012","07","07","18:00","24.8","","14.2","","52","","","","17","","15","","64.4","","89.75","","28","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-07 19:00","2012","07","07","19:00","24.1","","15.0","","57","","","","15","","20","","64.4","","89.73","","28","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-07 20:00","2012","07","07","20:00","22.9","","15.1","","61","","","","13","","17","","48.3","","89.75","","27","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-07 21:00","2012","07","07","21:00","22.0","","14.5","","62","","","","16","","15","","32.2","","89.76","","26","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-07 22:00","2012","07","07","22:00","20.7","","14.8","","69","","","","15","","17","","32.2","","89.79","","25","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-07 23:00","2012","07","07","23:00","20.1","","15.1","","73","","","","15","","15","","25.0","","89.80","","","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-08 00:00","2012","07","08","00:00","18.4","","14.7","","79","","","","13","","13","","25.0","","89.80","","","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-08 01:00","2012","07","08","01:00","17.5","","13.7","","78","","","","12","","15","","25.0","","89.80","","","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-08 02:00","2012","07","08","02:00","16.7","","13.8","","83","","","","11","","9","","25.0","","89.79","","","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-08 03:00","2012","07","08","03:00","15.6","","13.1","","85","","","","4","","9","","25.0","","89.79","","","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-08 04:00","2012","07","08","04:00","14.1","","12.4","","89","","","","7","","11","","25.0","","89.81","","","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-08 05:00","2012","07","08","05:00","13.7","","12.0","","89","","","","7","","13","","32.2","","89.85","","","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-08 06:00","2012","07","08","06:00","15.1","","12.9","","87","","","","3","","7","","32.2","","89.85","","","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-08 07:00","2012","07","08","07:00","16.4","","13.3","","82","","","","","","0","","48.3","","89.84","","","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-08 08:00","2012","07","08","08:00","18.8","","12.1","","65","","","","20","","6","","48.3","","89.85","","","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-08 09:00","2012","07","08","09:00","21.3","","13.8","","62","","","","35","","4","","48.3","","89.84","","25","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-08 10:00","2012","07","08","10:00","23.9","","15.1","","58","","","","6","","6","","48.3","","89.80","","28","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-08 11:00","2012","07","08","11:00","25.6","","15.3","","53","","","","34","","13","","48.3","","89.79","","30","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-08 12:00","2012","07","08","12:00","26.4","","16.6","","55","","","","8","","11","","48.3","","89.78","","31","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-08 13:00","2012","07","08","13:00","26.3","","16.7","","56","","","","9","","4","","48.3","","89.78","","31","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-08 14:00","2012","07","08","14:00","26.7","","17.9","","59","","","","11","","19","","48.3","","89.76","","33","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-08 15:00","2012","07","08","15:00","25.9","","17.9","","61","","","","14","","15","","48.3","","89.75","","32","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-08 16:00","2012","07","08","16:00","26.1","","14.8","","50","","","","15","","15","","48.3","","89.71","","30","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-08 17:00","2012","07","08","17:00","26.5","","17.4","","57","","","","12","","13","","48.3","","89.67","","32","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-08 18:00","2012","07","08","18:00","26.5","","17.7","","58","","","","12","","22","","48.3","","89.65","","32","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-08 19:00","2012","07","08","19:00","25.5","","18.4","","65","","","","14","","20","","32.2","","89.62","","32","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-08 20:00","2012","07","08","20:00","24.2","","18.3","","70","","","","14","","13","","48.3","","89.62","","30","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-08 21:00","2012","07","08","21:00","23.1","","18.1","","73","","","","14","","13","","25.0","","89.62","","29","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-08 22:00","2012","07","08","22:00","21.9","","18.0","","79","","","","13","","11","","24.1","","89.65","","28","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-08 23:00","2012","07","08","23:00","20.5","","17.7","","84","","","","13","","9","","24.1","","89.66","","26","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-09 00:00","2012","07","09","00:00","20.4","","18.0","","86","","","","14","","9","","24.1","","89.67","","26","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-09 01:00","2012","07","09","01:00","18.6","","16.4","","87","","","","17","","11","","24.1","","89.66","","","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-09 02:00","2012","07","09","02:00","18.1","","16.4","","90","","","","14","","4","","24.1","","89.65","","","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-09 03:00","2012","07","09","03:00","16.4","","15.1","","92","","","","25","","6","","24.1","","89.67","","","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-09 04:00","2012","07","09","04:00","15.9","","14.8","","93","","","","30","","6","","24.1","","89.69","","","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-09 05:00","2012","07","09","05:00","16.2","","10.1","","67","","","","28","","13","","24.1","","89.69","","","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-09 06:00","2012","07","09","06:00","17.0","","12.7","","76","","","","20","","11","","48.3","","89.71","","","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-09 07:00","2012","07","09","07:00","18.1","","11.4","","65","","","","36","","4","","64.4","","89.71","","","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-09 08:00","2012","07","09","08:00","21.5","","11.9","","54","","","","30","","6","","64.4","","89.71","","","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-09 09:00","2012","07","09","09:00","24.2","","13.5","","51","","","","23","","6","","64.4","","89.71","","27","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-09 10:00","2012","07","09","10:00","27.4","","8.9","","31","","","","27","","4","","64.4","","89.70","","28","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-09 11:00","2012","07","09","11:00","28.6","","7.2","","26","","","","5","","9","","64.4","","89.69","","29","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-09 12:00","2012","07","09","12:00","29.6","","9.7","","29","","","","11","","13","","64.4","","89.67","","31","","","","Mostly Cloudy"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-09 13:00","2012","07","09","13:00","29.6","","6.7","","24","","","","11","","13","","64.4","","89.67","","29","","","","Mostly Cloudy"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-09 14:00","2012","07","09","14:00","30.2","","9.9","","28","","","","15","","17","","64.4","","89.62","","31","","","","Mostly Cloudy"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-09 15:00","2012","07","09","15:00","29.7","","7.0","","24","","","","18","","19","","64.4","","89.59","","30","","","","Mostly Cloudy"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-09 16:00","2012","07","09","16:00","30.0","","8.6","","26","","","","15","","17","","64.4","","89.53","","31","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-09 17:00","2012","07","09","17:00","29.4","","10.5","","31","","","","16","","26","","48.3","","89.50","","31","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-09 18:00","2012","07","09","18:00","28.4","","11.0","","34","","","","16","","22","","48.3","","89.47","","30","","","","Mostly Cloudy"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-09 19:00","2012","07","09","19:00","25.7","","10.2","","38","","","","20","","33","","48.3","","89.43","","27","","","","Mostly Cloudy"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-09 20:00","2012","07","09","20:00","25.7","","9.4","","36","","","","22","","26","","48.3","","89.40","","27","","","","Mostly Cloudy"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-09 21:00","2012","07","09","21:00","24.5","","9.3","","38","","","","23","","22","","48.3","","89.38","","25","","","","Mostly Cloudy"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-09 22:00","2012","07","09","22:00","23.5","","10.2","","43","","","","24","","28","","25.0","","89.41","","25","","","","Mostly Cloudy"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-09 23:00","2012","07","09","23:00","23.5","","10.2","","43","","","","25","","17","","24.1","","89.40","","25","","","","Mostly Cloudy"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-10 00:00","2012","07","10","00:00","22.7","","10.8","","47","","","","23","","7","","24.1","","89.40","","","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-10 01:00","2012","07","10","01:00","21.8","","11.3","","51","","","","25","","9","","24.1","","89.39","","","","","","Mostly Cloudy"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-10 02:00","2012","07","10","02:00","20.8","","8.8","","46","","","","3","","9","","24.1","","89.35","","","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-10 03:00","2012","07","10","03:00","21.3","","8.4","","44","","","","28","","20","","24.1","","89.34","","","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-10 04:00","2012","07","10","04:00","20.5","","8.1","","45","","","","29","","6","","24.1","","89.33","","","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-10 05:00","2012","07","10","05:00","18.3","","9.0","","55","","","","1","","6","","64.4","","89.34","","","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-10 06:00","2012","07","10","06:00","17.2","","9.9","","62","","","","19","","13","","64.4","","89.40","","","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-10 07:00","2012","07","10","07:00","20.1","","10.2","","53","","","","25","","13","","64.4","","89.38","","","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-10 08:00","2012","07","10","08:00","22.2","","12.8","","55","","","","25","","11","","64.4","","89.35","","25","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-10 09:00","2012","07","10","09:00","24.5","","11.6","","44","","","","29","","15","","64.4","","89.35","","27","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-10 10:00","2012","07","10","10:00","27.2","","10.7","","36","","","","31","","19","","64.4","","89.35","","29","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-10 11:00","2012","07","10","11:00","27.8","","8.9","","31","","","","32","","19","","64.4","","89.34","","29","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-10 12:00","2012","07","10","12:00","28.1","","10.9","","34","","","","29","","15","","64.4","","89.31","","30","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-10 13:00","2012","07","10","13:00","28.1","","11.7","","36","","","","32","","19","","64.4","","89.27","","30","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-10 14:00","2012","07","10","14:00","28.2","","11.6","","36","","","","33","","17","","64.4","","89.25","","30","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-10 15:00","2012","07","10","15:00","28.6","","12.7","","38","","","","30","","11","","64.4","","89.21","","31","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-10 16:00","2012","07","10","16:00","28.8","","11.7","","35","","","","3","","11","","64.4","","89.18","","31","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-10 17:00","2012","07","10","17:00","28.2","","12.6","","38","","","","13","","7","","48.3","","89.16","","31","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-10 18:00","2012","07","10","18:00","27.9","","11.9","","37","","","","7","","13","","48.3","","89.12","","30","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-10 19:00","2012","07","10","19:00","27.2","","12.1","","39","","","","10","","13","","48.3","","89.12","","30","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-10 20:00","2012","07","10","20:00","25.8","","13.9","","48","","","","10","","13","","48.3","","89.12","","29","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-10 21:00","2012","07","10","21:00","23.6","","14.9","","58","","","","12","","11","","48.3","","89.15","","28","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-10 22:00","2012","07","10","22:00","22.5","","14.9","","62","","","","13","","7","","25.0","","89.17","","26","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-10 23:00","2012","07","10","23:00","22.0","","14.3","","62","","","","17","","4","","24.1","","89.20","","26","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-11 00:00","2012","07","11","00:00","19.2","","14.0","","72","","","","12","","7","","24.1","","89.25","","","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-11 01:00","2012","07","11","01:00","17.5","","13.5","","77","","","","31","","15","","24.1","","89.29","","","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-11 02:00","2012","07","11","02:00","16.6","","13.4","","81","","","","31","","6","","24.1","","89.29","","","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-11 03:00","2012","07","11","03:00","17.1","","12.5","","74","","","","20","","6","","24.1","","89.30","","","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-11 04:00","2012","07","11","04:00","16.6","","9.9","","65","","","","32","","22","","25.0","","89.32","","","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-11 05:00","2012","07","11","05:00","16.6","","7.5","","55","","","","1","","11","","64.4","","89.41","","","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-11 06:00","2012","07","11","06:00","15.7","","8.8","","63","","","","34","","9","","48.3","","89.49","","","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-11 07:00","2012","07","11","07:00","17.9","","11.5","","66","","","","32","","15","","48.3","","89.49","","","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-11 08:00","2012","07","11","08:00","20.4","","12.5","","60","","","","33","","9","","48.3","","89.52","","","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-11 09:00","2012","07","11","09:00","21.7","","11.6","","53","","","","","","0","","48.3","","89.54","","","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-11 10:00","2012","07","11","10:00","23.5","","12.2","","49","","","","2","","7","","48.3","","89.54","","26","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-11 11:00","2012","07","11","11:00","24.2","","10.9","","43","","","","6","","11","","48.3","","89.51","","26","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-11 12:00","2012","07","11","12:00","24.5","","12.1","","46","","","","10","","11","","48.3","","89.46","","27","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-11 13:00","2012","07","11","13:00","25.3","","13.0","","46","","","","8","","9","","48.3","","89.40","","28","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-11 14:00","2012","07","11","14:00","26.1","","14.2","","48","","","","10","","7","","48.3","","89.37","","30","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-11 15:00","2012","07","11","15:00","26.5","","14.3","","47","","","","14","","11","","48.3","","89.32","","30","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-11 16:00","2012","07","11","16:00","26.9","","15.4","","49","","","","14","","13","","48.3","","89.29","","31","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-11 17:00","2012","07","11","17:00","26.9","","16.1","","52","","","","17","","13","","48.3","","89.25","","32","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-11 18:00","2012","07","11","18:00","26.5","","15.6","","51","","","","16","","19","","48.3","","89.21","","31","","","","Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-11 19:00","2012","07","11","19:00","25.6","","15.3","","53","","","","16","","19","","48.3","","89.21","","30","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-11 20:00","2012","07","11","20:00","25.2","","16.1","","57","","","","15","","19","","48.3","","89.21","","30","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-11 21:00","2012","07","11","21:00","23.5","","17.1","","67","","","","14","","13","","48.3","","89.24","","29","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-11 22:00","2012","07","11","22:00","22.1","","16.3","","70","","","","19","","19","","32.2","","89.24","","27","","","","Mostly Cloudy"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-11 23:00","2012","07","11","23:00","21.5","","15.8","","70","","","","19","","19","","16.1","","89.24","","26","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-12 00:00","2012","07","12","00:00","20.5","","16.1","","76","","","","15","","13","","16.1","","89.21","","25","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-12 01:00","2012","07","12","01:00","18.2","","15.7","","85","","","","15","","13","","16.1","","89.17","","","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-12 02:00","2012","07","12","02:00","18.6","","16.1","","85","","","","18","","4","","24.1","","89.15","","","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-12 03:00","2012","07","12","03:00","17.3","","15.6","","90","","","","20","","9","","24.1","","89.16","","","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-12 04:00","2012","07","12","04:00","16.7","","15.0","","90","","","","28","","7","","24.1","","89.13","","","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-12 05:00","2012","07","12","05:00","16.0","","14.8","","93","","","","22","","11","","32.2","","89.14","","","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-12 06:00","2012","07","12","06:00","18.4","","12.4","","68","","","","29","","7","","48.3","","89.14","","","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-12 07:00","2012","07","12","07:00","18.8","","12.2","","65","","","","29","","17","","48.3","","89.17","","","","","","Mostly Cloudy"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-12 08:00","2012","07","12","08:00","21.1","","14.5","","66","","","","26","","6","","48.3","","89.19","","25","","","","Mostly Cloudy"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-12 09:00","2012","07","12","09:00","22.4","","13.9","","59","","","","29","","17","","48.3","","89.22","","26","","","","Mostly Cloudy"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-12 10:00","2012","07","12","10:00","22.6","","15.8","","65","","","","35","","20","","48.3","","89.25","","27","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-12 11:00","2012","07","12","11:00","24.4","","17.2","","64","","","","33","","19","","48.3","","89.24","","30","","","","Mainly Clear"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-12 12:00","2012","07","12","12:00"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-12 13:00","2012","07","12","13:00"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-12 14:00","2012","07","12","14:00"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-12 15:00","2012","07","12","15:00"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-12 16:00","2012","07","12","16:00"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-12 17:00","2012","07","12","17:00"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-12 18:00","2012","07","12","18:00"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-12 19:00","2012","07","12","19:00"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-12 20:00","2012","07","12","20:00"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-12 21:00","2012","07","12","21:00"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-12 22:00","2012","07","12","22:00"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-12 23:00","2012","07","12","23:00"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-13 00:00","2012","07","13","00:00"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-13 01:00","2012","07","13","01:00"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-13 02:00","2012","07","13","02:00"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-13 03:00","2012","07","13","03:00"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-13 04:00","2012","07","13","04:00"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-13 05:00","2012","07","13","05:00"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-13 06:00","2012","07","13","06:00"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-13 07:00","2012","07","13","07:00"
"-114.02","51.11","CALGARY INT'L A","3031093","2012-07-13 08:00","2012","07","13","08:00"
